m_million_key,m_opendb_key,m_flag,million_id,million_Artist,million_Track,million_Album,million_Track_Explicitness,million_Album_Year,million_Duration,opendb_id,opendb_Artist,opendb_Track,opendb_Album,opendb_Track_Explicitness,opendb_Album_Year,opendb_Duration
C34864,B20931,False,C34864,Maroon 5,Misery (acoustic),,,2010,226306,B20931,Nora & Will,Angels (Acoustic),Acoustic Sessions,notExplicit,2023,246000
C7121,B20974,False,C7121,Nina Simone,I Loves You Porgy,,,2010,252839,B20974,Jina Hyojin An,"I Love You, Kitty","XO, Kitty (Soundtrack from the Netflix Series)",notExplicit,2023,24000
C49338,B21180,False,C49338,Chambao,As De Corazones,,,2004,267306,B21180,Fonseca,Simples Corazones,Agustín,notExplicit,2018,243000
C19562,B21387,False,C19562,Him,Beyond Redemption,,,2003,268106,B21387,Kidd Kaos,Beyond Limitation,Beyond Limitation,notExplicit,2010,418000
C5722,B21507,False,C5722,James Blunt,Out of My Mind,,,2004,213106,B21507,Rachael Schroeder,Out of My Own Way,Out of My Own Way,notExplicit,2022,194000
C7837,B21546,False,C7837,Skid Row,Monkey Business,,,2008,258413,B21546,Frenzy,Nobody's Business,Best Of Frenzy,notExplicit,1990,159000
C32431,B21646,False,C32431,The Radio Dept.,Never Follow Suit,,,2011,249480,B21646,Trent Dabbs,Follow Suit,Southerner,notExplicit,2011,234000
C17030,B21662,False,C17030,Benny Benassi,I Love My Sex,,,2003,207354,B21662,Billy Boy Arnold,I Love My Whiskey,Billy Boy Arnold Sings: Big Bill Broonzy,notExplicit,2012,287000
C7837,B21734,False,C7837,Skid Row,Monkey Business,,,2008,258413,B21734,Kid Chaos,Nobody's Business,Suit & Tie,notExplicit,2013,223000
C1637,B21759,False,C1637,Arctic Monkeys,Dangerous Animals,,,2009,210666,B21759,Zero Tolerance & Alix Perez,Dangerous Liaison,Refusal / Dangerous Liaison,notExplicit,2007,339000
C30990,B21830,False,C30990,Cage the Elephant,Always Something,,,2011,221946,B21830,Data Rebel,Always Descending,Basic Form,notExplicit,2023,462000
C46116,B21923,False,C46116,Save Ferris,Nobody but Me,,,1997,186760,B21923,Mistah F.A.B.,Nobody Next To Me,Alaska,Explicit,2023,187000
C18667,B22092,False,C18667,Soilwork,Fate in Motion,,,2005,201280,B22092,DJ Taz Rashid & Momentology,Prayers In Motion,Slo Rituals,notExplicit,2022,309000
C45362,B22112,False,C45362,Blackmore's Night,Beyond The Sunset,,,1999,224773,B22112,Break of Reality,Beyond Recourse,The Sound Between (Electric),notExplicit,2006,252000
C31679,B22132,False,C31679,Matthew Dear,Good to Be Alive,,,2008,228906,B22132,The Paz Band,Got to Stay Alive,Goldie,notExplicit,2013,255000
C31889,B22171,False,C31889,The Gun Club,Mother of Earth,,,2004,204640,B22171,"Benedictines of Mary, Queen of Apostles",Mother of Sorrows,Lent at Ephesus (Rereleased),notExplicit,2023,302000
C11246,B22414,False,C11246,FKA twigs,Home With You,,,2019,224946,B22414,Kyler England,Higher (With You),Higher (With You),notExplicit,2020,173000
C17080,B22669,False,C17080,Shanice,I Love Your Smile,,,2014,258173,B22669,Fan Ocean,"I Love You, But..",Hazelight,notExplicit,2021,344000
C7749,B22706,False,C7749,Bullet for My Valentine,Eye of the Storm,,,2008,242920,B22706,David Arnold,End of This Story,Good Omens (Original Television Soundtrack),notExplicit,2019,87000
C34694,B22897,False,C34694,Stereophonics,Bright Red Star,,,2008,219640,B22897,ViViD,Bright red garden,PRECIOUS＜Type-B＞,notExplicit,2010,251000
C1637,B23172,False,C1637,Arctic Monkeys,Dangerous Animals,,,2009,210666,B23172,fluencer,Dangerous (Remix),Start Hard,notExplicit,2019,223000
C42738,B23232,False,C42738,Nails,I Will Not Follow,,,2010,86160,B23232,Don Segundo,I Will Not Beg,Censura,notExplicit,2008,182000
C35432,B23256,False,C35432,Ozzy Osbourne,I Love You All,,,1983,62626,B23256,Ансамбль имени А.В.Александрова / Red Army Choir,I Love You Russia,Aleksandrov's Song,notExplicit,2019,208000
C18164,B23363,False,C18164,Steve Vai,Erotic Nightmares,,,2016,255120,B23363,BlankCh3ck,What a Nightmare,Sticks & Stones,notExplicit,2020,273000
C17827,B23401,False,C17827,Dire Straits,Follow Me Home,,,1979,350533,B23401,Sick Individuals,Follow Me (Mixed),Revealed Selected 013,notExplicit,2021,249000
C1036,B23417,False,C1036,Jack Johnson,Upside Down,,,2006,208653,B23417,Electric Boys,Upside Down Theme,Upside Down,notExplicit,2021,441000
C33335,B23532,False,C33335,Edwin McCain,See The Sky Again,,,1999,252706,B23532,Esther Chan,Let Me Try Again,Esther Chan,notExplicit,1974,228000
C7837,B23592,False,C7837,Skid Row,Monkey Business,,,2008,258413,B23592,The Click Five,Nobody's Business,Tcv,notExplicit,2011,197000
C14309,B23630,False,C14309,Ja Rule,Always On Time,,,2010,245573,B23630,Kierra Sheard,Always Win (Live),KIERRA,notExplicit,2020,266000
C443,B23681,False,C443,Train,Drops of Jupiter,,,2013,259146,B23681,Markus Schulz,Voices Of Jupiter,Global DJ Broadcast - Top 20 May 2020,notExplicit,2020,285000
C3052,B23777,False,C3052,Grizzly Bear,I Live With You,,,2009,297506,B23777,Frankjavcee,I Love Hating You,I Love Hating You,notExplicit,2020,152000
C50289,B24103,False,C50289,Whitechapel,Prayer of Mockery,,,2010,215173,B24103,CTS,Prayer of Jabez,CTS Special Album 2nd,notExplicit,2011,197000
C16900,B24196,False,C16900,John Hiatt,Have A Little Faith In Me,,,2014,241706,B24196,John Farnham,Have a Little Faith (In Us) (Edit),One Voice,notExplicit,2003,288000
C24982,B24270,False,C24982,Broken Social Scene,Me and My Hand,,,2010,125053,B24270,Kali Red,Me and My Hommies,Kali Red,Explicit,2016,144000
C24632,B24285,False,C24632,Lenny Kravitz,Always on the Run,,,2012,233000,B24285,Andy Mineo,Always In A Rush,Happy Thoughts,notExplicit,2020,162000
C49869,B24317,False,C49869,Primordial,Here I Am King,,,2009,264960,B24317,Ricky Dillard,Here I Am Send Me,Hallelujah!,notExplicit,1995,313000
C43004,B24474,False,C43004,Cryptopsy,Angelskingarden,,,2005,427626,B24474,Kiev,Animals in Garden,Falling Bough Wisdom Teeth,notExplicit,2013,241000
C7121,B24537,False,C7121,Nina Simone,I Loves You Porgy,,,2010,252839,B24537,Chinem O Safadim,I Love you Cowboy,Escuta a Batida (Pow Pow),notExplicit,2023,142000
C48094,B24592,False,C48094,Sherwood,Song In My Head,,,2007,230243,B24592,Marine,Animal In My Head,Life In Reverse,notExplicit,2004,236000
C1637,B24802,False,C1637,Arctic Monkeys,Dangerous Animals,,,2009,210666,B24802,Universal Production Music,Dangerous Secrets,Halloween Fright Fest,notExplicit,2013,99000
C45043,B24824,False,C45043,LTJ Bukem,Inner Guidance,,,2000,225500,B24824,Indian Background Flute Music,Mother's Guidance,"Indian Background Flute Music (Instrumental Meditation Music, Yoga Music and Spa Music for Relaxation)",notExplicit,2020,192000
C17080,B24864,False,C17080,Shanice,I Love Your Smile,,,2014,258173,B24864,Ayaz Ali,I Love You Sindhi,I Love You Sindhi,notExplicit,2023,156000
C16237,B25044,False,C16237,Insane Clown Posse,House Of Horrors,,,2009,260173,B25044,Switch Technique,Mother Of Sorrows,Belladonna LP,notExplicit,2014,450000
C3607,B25076,False,C3607,Cut Copy,Voices in Quartz,,,2008,83040,B25076,Streets Soprano,Voices in Shadows,Damn: Nothing Last Forever.,Explicit,2023,205000
C2142,B25084,False,C2142,Capital Cities,Safe and Sound,,,2014,191741,B25084,Relaxation,Simple Wind Sound,Windy Atmosphere,notExplicit,2021,155000
C35088,B25109,False,C35088,The Veronicas,Mother Mother,,,2018,187413,B25109,Dr. Know,Mother and Father,Killing for God,Explicit,2009,186000
C7121,B25388,False,C7121,Nina Simone,I Loves You Porgy,,,2010,252839,B25388,Xutos & Pontapés,I Love To Play,Gritos Mudos,notExplicit,1990,87000
C24984,B25721,False,C24984,Brett Dennen,Desert Sunrise,,,2005,309968,B25721,Oakwood Station,Sunset to Sunrise,Jazz in All the Right Places,notExplicit,2021,146000
C19778,B25908,False,C19778,Helloween,Follow the Sign,,,1987,107786,B25908,Parish Family,Following the Man,Branches,notExplicit,2010,222000
C28771,B26056,False,C28771,Faithless,What About Love,,,2004,418120,B26056,Oh Seung Keun,What about my age,What about my age,notExplicit,2012,203000
C28520,B26773,False,C28520,Robert Palmer,Looking For Clues,,,2013,292880,B26773,The Muggs,Losing End Blues,Born Ugly,notExplicit,2011,225000
C43574,B26871,False,C43574,Flaw,What I Have To Do,,,2001,340573,B26871,Felony,What a Way to Go,The Fanatic,notExplicit,2014,159000
C31602,B26999,False,C31602,Jay-Jay Johanson,Keep It A Secret,,,2004,230706,B26999,Exempla,Here Is My Secret,Precious,notExplicit,2018,295000
C19146,B27105,False,C19146,Gojira,Inward Movement,,,2003,353840,B27105,Nessa's PlayHouse,Animals Movements,Monkey Dance,notExplicit,2023,255000
C24984,B27685,False,C24984,Brett Dennen,Desert Sunrise,,,2005,309968,B27685,The Duprees,Sunset to Sunrise,Hits Singles: Collectors Series,notExplicit,1965,168000
C48569,B28001,False,C48569,Art of Dying,I Will Be There,,,2006,221346,B28001,Slim Whitman,I Will Pilot Thee,20 Greatest All Time Hymns,notExplicit,2006,199000
C4463,B28437,False,C4463,Blackalicious,Alphabet Aerobics,,,1999,133800,B28437,Mary Rice Hopkins,Animal Aerobics,If I Knew How to Moo,notExplicit,2022,174000
C43416,B28461,False,C43416,Sevendust,Broken Down,,,2003,203600,B28461,Nazareth,Broken Down Angel,Hot Tracks,notExplicit,1976,224000
C1389,B28498,False,C1389,Kate Bush,Wuthering Heights,,,2013,288906,B28498,Lloyd Charmers,Higher Heights,Reggae Is Tight,notExplicit,2020,157000
C9451,B28816,False,C9451,Martin Tungevaag,Wicked Wonderland,,,2014,217960,B28816,Alx Beats,Wicked Weekend,"Instrumentals, Vol. 6",Explicit,2016,178000
C29961,B28887,False,C29961,One Direction,Fool's Gold,,,2014,210893,B28887,Rebecca & Fiona,Fool's Gold Outro,Art of Being a Girl,notExplicit,2018,52000
C7837,B28898,False,C7837,Skid Row,Monkey Business,,,2008,258413,B28898,Don Henley,Nobody's Business,I Can’t Stand Still,notExplicit,1982,225000
C6478,B29068,False,C6478,Milow,Ayo Technology,,,2009,212080,B29068,Audiosonic,Modern Technology,Modern Technology,notExplicit,2020,530000
C27530,B29524,False,C27530,Die Apokalyptischen Reiter,We Will Never Die,,,2013,228133,B29524,Spitzbua Markus,I Will Nur Di,I Steig Für Di Am Berg,notExplicit,2008,188000
C29512,B29586,False,C29512,Groove Armada,Save My Soul,,,2007,262293,B29586,Strive to Be,Savior of My Soul,Savior of My Soul,notExplicit,2023,210000
C19796,B29827,False,C19796,Tesla,Modern Day Cowboy,,,2016,346093,B29827,Government Warning,Modern Day Heroes,Executed,notExplicit,2009,76000
C17205,B29858,False,C17205,Infected Mushroom,Vicious Delicious,,,2007,444906,B29858,Jay Tholen,Always Delicious,"Hypnospace Outlaw Original Soundtrack, Vol. 2",notExplicit,2019,49000
C33035,B29876,False,C33035,Rodney Atkins,Farmer's Daughter,,,2015,207040,B29876,Gary Burton,Farmer's Trust,Cool Nights,notExplicit,1991,402000
C37364,B30121,False,C37364,We Are the Fallen,I Will Stay,,,2010,247346,B30121,Zoe Grace,I Will Stay (R&B),I Will Stay,notExplicit,2024,239000
C36296,B30297,False,C36296,One Direction,Midnight Memories,,,2014,175506,B30297,Sunset Chill Out Music Zone,Sunset Memories,Tropical Chill Music 2023,notExplicit,2023,209000
C27955,B30350,False,C27955,Incognito,Always There,,,1992,305173,B30350,Amy Grant,Always The Winner,My Father's Eyes,notExplicit,1979,151000
C7837,B30383,False,C7837,Skid Row,Monkey Business,,,2008,258413,B30383,D Mistro,Nobody's Business,Nobody's Business,notExplicit,2022,235000
C33335,B30497,False,C33335,Edwin McCain,See The Sky Again,,,1999,252706,B30497,Jed Madela,Let Me Try Again,The Jed Madela Songbook,notExplicit,2015,216000
C3728,B30523,False,C3728,Fall Out Boy,Hum Hallelujah,,,2007,230506,B30523,Mandisa,Broken Hallelujah,Freedom,notExplicit,2009,306000
C24984,B30552,False,C24984,Brett Dennen,Desert Sunrise,,,2005,309968,B30552,Scream Club,Sunset to Sunrise,Don't Bite Your Sister,Explicit,2004,247000
C14570,B30609,False,C14570,Big Sean,Bounce Back,,,2017,222360,B30609,Howard Jones,Bounce Right Back,Dream Into Action (Deluxe Audio Commentary Edition - 2018 Remaster),notExplicit,1985,272000
C34451,B30643,False,C34451,Edguy,Frozen Candle,,,2000,435266,B30643,Kult Eviction,Broken Chandelier,Broken Chandelier,Explicit,2021,235000
C12940,B30702,False,C12940,Cream,Mother's Lament,,,1967,107573,B30702,3 Heath Brothers,Mother's Day Song,Who We Are,notExplicit,2019,232000
C50289,B30852,False,C50289,Whitechapel,Prayer of Mockery,,,2010,215173,B30852,Acheron,Prayer of Hell,Rites of the Black Mass,notExplicit,1991,147000
C50189,B30970,False,C50189,MAE,Sun (acoustic),,,2004,322360,B30970,Leo Stannard,Oceans (Acoustic),Oceans (Acoustic),notExplicit,2016,217000
C1637,B31036,False,C1637,Arctic Monkeys,Dangerous Animals,,,2009,210666,B31036,Alix Perez,Dangerous Liaison,Refusal / Dangerous Liaison,notExplicit,2007,339000
C3607,B31067,False,C3607,Cut Copy,Voices in Quartz,,,2008,83040,B31067,Black Soprano Family,Voices in Shadows,Damn: Nothing Last Forever.,Explicit,2023,205000
C17827,B31152,False,C17827,Dire Straits,Follow Me Home,,,1979,350533,B31152,Vidojean X Oliver Loenn,Follow Me (Mixed),Revealed Selected 013,notExplicit,2021,249000
C16604,B31153,False,C16604,Celtic Frost,Visual Aggression,,,1984,253293,B31153,Birdflesh,Almost Aggression,Extreme Graveyard Tornado,notExplicit,2019,92000
C42738,B31178,False,C42738,Nails,I Will Not Follow,,,2010,86160,B31178,Greg Laswell,I Will Not Resign,Next Time,notExplicit,2018,254000
C7837,B31280,False,C7837,Skid Row,Monkey Business,,,2008,258413,B31280,Edric Connor,Nobody's Business,Songs From Jamaica,notExplicit,2008,146000
C30362,B31342,False,C30362,Skindred,World Domination,,,2003,144666,B31342,HOYO-MiX,End of Domination,Paradox (Honkai Impact 3rd Original Soundtrack),notExplicit,2022,66000
C36296,B31355,False,C36296,One Direction,Midnight Memories,,,2014,175506,B31355,Bill Hemstapat,Sunset Memories,Episode II: Unexpected Guests,notExplicit,2016,75000
C31672,B31395,False,C31672,The Other People Place,Let Me Be Me,,,2001,466413,B31395,The Paris Sisters,Let Me Be the One,The Paris Sisters,notExplicit,1961,159000
C33335,B31452,False,C33335,Edwin McCain,See The Sky Again,,,1999,252706,B31452,Julie Budd,Let Me Try Again,They Wrote the Songs,notExplicit,2014,254000
C33035,B31509,False,C33035,Rodney Atkins,Farmer's Daughter,,,2015,207040,B31509,Laura Doherty,Farmer's Market,Kids in the City,notExplicit,2009,158000
C2047,B31814,False,C2047,Stereophonics,Have a Nice Day,,,2010,206826,B31814,Don Spencer,Have a Beaut Day!,Have a Beaut Day!,notExplicit,1987,168000
C45579,B32046,False,C45579,Celtic Woman,The Soft Goodbye,,,2008,238186,B32046,J Sugar,I'm Sorry Goodbye,Tras Mis Sueños,notExplicit,2018,237000
C33335,B32137,False,C33335,Edwin McCain,See The Sky Again,,,1999,252706,B32137,Leslie Mandoki,Let Me Fly Again,Cyberjazz,notExplicit,1997,213000
C28771,B32168,False,C28771,Faithless,What About Love,,,2004,418120,B32168,Hong Won Bin,What about my age,Seoul Gentleman Hong Wonbin,notExplicit,2013,192000
C614,B32297,False,C614,The Beach Boys,Good Vibrations,,,2012,217360,B32297,Naomi Hummingbird,Higher Vibrations,"Spiritual Dancing: African Music, Grounding Meditation, Root Chakra, Emotional Release, Rhythmic Music for Transformation Vol.1",notExplicit,2022,231000
C13421,B32526,False,C13421,Rise Against,Voices Off Camera,,,2013,136960,B32526,Peter Mergener,Voices Of Africa,Instinctive Traveller,notExplicit,1997,548000
C14133,B32544,False,C14133,Real Estate,Talking Backwards,,,2014,190546,B32544,Viagra Boys,Upside Backwards,Call Of The Wild,Explicit,2017,321000
C43574,B32912,False,C43574,Flaw,What I Have To Do,,,2001,340573,B32912,Paul Carrack,What a Way to Go,Suburban Voodoo,notExplicit,1982,172000
C25613,B32989,False,C25613,Santana,Mother's Daughter,,,1970,265466,B32989,Isla Grant,Mother's Chair,The Greatest Hits of Isla Grant,notExplicit,2009,184000
C12940,B33100,False,C12940,Cream,Mother's Lament,,,1967,107573,B33100,Copper Creek,Mother's Day Song,Round Dance Songs,notExplicit,2007,253000
C24632,B33293,False,C24632,Lenny Kravitz,Always on the Run,,,2012,233000,B33293,Sight & Sound Theatres,Always the Plan,Jesus (Original Soundtrack Recording),notExplicit,2018,218000
C39610,B33551,False,C39610,Johnossi,What's The Point,,,2010,255706,B33551,Male Bonding,What's That Scene,Endless Now,notExplicit,2011,205000
C18894,B33676,False,C18894,Arch Enemy,Bridge Of Destiny,,,1998,464840,B33676,3rd Force,Bridge Of Dreams,Force Field,notExplicit,1999,259000
C16028,B33724,False,C16028,Amorphis,Drifting Memories,,,2001,264360,B33724,ohtrapstar,Frozen Memories,Frozen Memories,Explicit,2022,166000
C40600,B33786,False,C40600,Discovery,Can You Discover?,,,2009,142466,B33786,Warner/Chappell Productions,Age of Discovery,Commercial Lingerie 9: No Gravity,notExplicit,2015,102000
C30529,B33831,False,C30529,The Clash,Shepherds Delight,,,2013,210106,B33831,Mxrc Clxrk,Secret Delight,Good Vibes and Broken Hearts,Explicit,2018,158000
C43574,B33894,False,C43574,Flaw,What I Have To Do,,,2001,340573,B33894,Greg Ignatovich,I Have To Go,Domo Arigato EP,notExplicit,2021,423000
C19166,B34115,False,C19166,Anathema,Lovelorn Rhapsody,,,2015,383066,B34115,Jody Jenkins,Desert Rhapsody,Spice Routes,notExplicit,2020,161000
C12835,B34154,False,C12835,Newton Faulkner,I Need Something,,,2008,175693,B34154,Archie Dale,I Need a Blessing,The Return of Archie Dale and The Tones of Joy,notExplicit,2023,223000
C13289,B34248,False,C13289,The Libertines,The Good Old Days,,,2002,179533,B34248,Matthew West,The God Who Stays,Walking Miracles - EP,notExplicit,2020,237000
C13289,B34486,False,C13289,The Libertines,The Good Old Days,,,2002,179533,B34486,Matthew West,The God Who Stays,Brand New,notExplicit,2020,237000
C40358,B34584,False,C40358,Tim Hecker,Careless Whispers,,,2003,311306,B34584,Ambient Rain,Lovely Whispers,Soft Night-time Music,notExplicit,2020,98000
C25788,B34885,False,C25788,소녀시대,Flower Power,,,2012,198080,B34885,Black Moth Super Rainbow,Flowers Grow Here,"Lost, Picking Flowers in the Woods",notExplicit,2005,324000
C50189,B35047,False,C50189,MAE,Sun (acoustic),,,2004,322360,B35047,Ricky Rich,Panama (Acoustic),CRIB SESSIONS PT.1,notExplicit,2020,99000
C24925,B35549,False,C24925,Bowerbirds,House of Diamonds,,,2009,178000,B35549,Waking Alive,Boston Diamond,Empty Hope,notExplicit,2022,112000
C24152,B35634,False,C24152,Kreator,Suicide Terrorist,,,2005,208520,B35634,Baby Brother 1800,Street Terrorist,STREET TERRORIST,Explicit,2024,116000
C45086,B36098,False,C45086,Evol Intent,Double Glock,,,2008,64666,B36098,The Champs,Double Eagle Rock,Too Much Tequila,notExplicit,2022,143000
C30498,B36245,False,C30498,Anthony B,Higher Meditation,,,2011,258653,B36245,Rain Sounds,Indian Meditation,"#1 The Sound of Rain for Sleep, Relaxing, Yoga, Panic Attacks",notExplicit,2024,78000
C40647,B36320,False,C40647,Blackmore's Night,Diamonds And Rust,,,2003,294306,B36320,Scott Buckley,Shadows And Dust,Shadows And Dust,notExplicit,2023,409000
C17687,B36367,False,C17687,R.E.M.,Pretty Persuasion,,,1984,233226,B36367,Frank Sinatra,Hidden Persuasion,"Frank Sinatra At His Best, Vol. 9",notExplicit,2012,147000
C29126,B36727,False,C29126,Ohmna,Satori Waterfalls,,,2008,366413,B36727,Dormir Profundamente,Hidden Waterfalls,"Timeless Relaxation Compilation - 100 Soothing Songs for Peaceful Relaxation, Powerful Deep Sleep, and Timeless Meditation",notExplicit,2018,54000
C11877,B36852,False,C11877,Nine Inch Nails,In This Twilight,,,2007,213813,B36852,Michael Gettel,Winter's Twilight,Places In Time,notExplicit,1992,282000
C6231,B36872,False,C6231,The Zombies,She's Not There,,,1999,142813,B36872,Shawn Pierce,What's Out There?,Haven Score Soundtrack Volume 1,notExplicit,2013,60000
C50562,B36990,False,C50562,Light This City,Fear Of Heights,,,2006,295920,B36990,Billy Talent,Afraid of Heights,Afraid of Heights (Deluxe Version),notExplicit,2016,226000
C24362,B37089,False,C24362,Shadows Fall,Act Of Contrition,,,2004,220600,B37089,Black Casino and the Ghost,Age of Contagion,Until the Water Runs Clear,notExplicit,2015,240000
C39719,B37154,False,C39719,Born Ruffians,I Need a Life,,,2008,209800,B37154,Belinda Carlisle,I Need a Disguise,Belinda (35th Anniversary Edition),notExplicit,2021,238000
C40358,B37239,False,C40358,Tim Hecker,Careless Whispers,,,2003,311306,B37239,Music For Cats Peace,Lovely Whispers,100 Deeply Relaxing Sounds for Cats,notExplicit,2020,98000
C20808,B37356,False,C20808,Minnie Riperton,Inside My Love,,,2010,240146,B37356,Eve 6,Inside Out (Live),The Fly Record Live,notExplicit,2020,220000
C16604,B37363,False,C16604,Celtic Frost,Visual Aggression,,,1984,253293,B37363,Infinite Illusion,Age of Aggression,Age of Aggression,Explicit,2022,268000
C9708,B37712,False,C9708,Amon Tobin,Wires & Snakes,,,1997,327466,B37712,Lil B,Wolves and Snakes,The Hunchback of BasedGod,notExplicit,2019,272000
C44365,B37738,False,C44365,Jimi Hendrix,Crash Landing,,,2013,254880,B37738,SFX Connection,Spaceship Landing,Best of Cartoon & Movie Sound F-X,notExplicit,1995,26000
C50189,B38104,False,C50189,MAE,Sun (acoustic),,,2004,322360,B38104,Meet Me @ the Altar,Garden (Acoustic),Garden (Acoustic),notExplicit,2021,278000
C24122,B38239,False,C24122,Chimaira,No Reason To Live,,,2007,224862,B38239,Chasing Safety,No Way to Live,The Machine,notExplicit,2014,223000
C43574,B38355,False,C43574,Flaw,What I Have To Do,,,2001,340573,B38355,blaktone,I Have To Go,Domo Arigato EP,notExplicit,2021,423000
C7185,B38652,False,C7185,Mariah Carey,Vision of Love,,,1998,209533,B38652,Josephine Pia Wild,Visions of Gideon,Visions of Gideon,notExplicit,2021,262000
C10216,B38703,False,C10216,Elvis Presley,Always On My Mind,,,2009,218360,B38703,Luciano,Echoes Of My Mind,Serious Times,notExplicit,2004,236000
C8080,B39593,False,C8080,Shinedown,All I Ever Wanted,,,2003,250080,B39593,Chance Emerson,All We Ever Were,All We Ever Were,notExplicit,2021,192000
C19540,B39606,False,C19540,HammerFall,Heeding the Call,,,2003,300013,B39606,Fire Sounds,Holding the Flame,Fire Ambience,notExplicit,2023,212000
C46128,B39750,False,C46128,The Beat,Tears of a Clown,,,2012,161440,B39750,Jeff Ball,Secrets of a Crow,Secrets of a Crow,notExplicit,2010,267000
C8396,B39828,False,C8396,Iron Maiden,Sea of Madness,,,1986,341933,B39828,Jung Jae Hyung,Echoes of Sadness,The Atypical Family (Original Television Soundtrack),notExplicit,2024,133000
C17687,B39907,False,C17687,R.E.M.,Pretty Persuasion,,,1984,233226,B39907,Frank Sinatra,Hidden Persuasion,Nice 'n' Easy (Original Album With Bonus Tracks),notExplicit,2011,146000
C6401,B39985,False,C6401,Alanis Morissette,All I Really Want,,,2013,366106,B39985,The Harmony God,Really Want,Bloodline Harmony Pt1,Explicit,2021,265000
C1048,B40195,False,C1048,Disturbed,Inside the Fire,,,2009,231573,B40195,Devil-M,Inside the Hollow,Hollow Earth,notExplicit,2017,195000
C30875,B40427,False,C30875,K-OS,mirror in the Sky,,,2006,201866,B40427,Shanti Chakra Friends,Dragon in the sky,Return to Tibet,notExplicit,2020,344000
C35952,B40612,False,C35952,Crowbar,I Have Failed,,,1993,262680,B40612,Michael Patrick Kelly,I Have Called You,RUAH,notExplicit,2016,233000
C6179,B40688,False,C6179,Destiny's Child,Lose My Breath,,,2004,242946,B40688,Crack the Sky,Holding My Breath,Ostrich,notExplicit,2012,285000
C29126,B41436,False,C29126,Ohmna,Satori Waterfalls,,,2008,366413,B41436,Relaxing Piano Music,Hidden Waterfalls,Ultimate Relaxation Mix: Deep Sleep Edition,notExplicit,2017,56000
C46514,B41589,False,C46514,Squirrel Nut Zippers,Winter Weather,,,1998,144466,B41589,BabyGee & Kdiows,Winter Bear Cover,Winter Bear Cover,notExplicit,2019,198000
C26514,B41680,False,C26514,Mudvayne,Shadow of a Man,,,2002,234200,B41680,Eternal Melody,Shadow of Messiah,Persona and Animus,notExplicit,2015,282000
C4940,B41785,False,C4940,The Subways,All Or Nothing,,,2008,192000,B41785,Fist,Double Or Nothin',Fleet Street,notExplicit,1982,217000
C16643,B41854,False,C16643,Agathodaimon,Serpent's Embrace,,,2004,256613,B41854,The Holiday People,Winter's Embrace,Christmas In Paradise,notExplicit,2023,109000
C28062,B41887,False,C28062,EPMD,Let The Funk Flow,,,1988,254573,B41887,The Hollywood Argyles,Do The Funky Foot,Alley Oop - The Very Best Of,notExplicit,1960,112000
C43148,B42108,False,C43148,Cephalic Carnage,Inside Is Out,,,2005,234306,B42108,The Grodeck Whipperjenny,Inside Or Outside,The Grodeck Whipperjenny,notExplicit,2015,250000
C23094,B42318,False,C23094,Anne Hathaway,I Dreamed a Dream,,,2012,278413,B42318,Pablo Moses,I Need a Break,The Confession of a Rastaman,notExplicit,1993,245000
C2352,B42402,False,C2352,Jamiroquai,Canned Heat,,,1997,330533,B42402,Tommy Johnson,Canned Heat Blues,Presenting Tommy Johnson,notExplicit,1928,220000
C891,B42603,False,C891,Scorpions,Still Loving You,,,1984,387000,B42603,Lyriq Luchiano,Regret Loving You,Now Trending,notExplicit,2023,216000
C19876,B42904,False,C19876,Avantasia,A New Dimension,,,2001,99266,B42904,Danger Mode,Secret Dimensions,Secret Dimensions,notExplicit,2017,166000
C1048,B42919,False,C1048,Disturbed,Inside the Fire,,,2009,231573,B42919,Ockeroid,Inside The Bucket,Monkey Wrench (Original Soundtrack),notExplicit,2022,108000
C30696,B42990,False,C30696,Bob Marley & The Wailers,It's Alright,,,2012,156000,B42990,Shin Hae-chul ,It's alright 2019,Shin Haechul 30th Anniversary(신해철 데뷔 30주년 기념앨범) 'Ghost Touch',notExplicit,2019,328000
C50189,B43053,False,C50189,MAE,Sun (acoustic),,,2004,322360,B43053,Jota John,Would? (Acoustic),"Cover Sessions, Vol. 4",notExplicit,2023,218000
C49618,B43224,False,C49618,Eluveitie,Within The Grove,,,2009,111613,B43224,Paralydium,Within the Sphere,Worlds Beyond,notExplicit,2020,316000
C48608,B43241,False,C48608,Neil Young,Love Is A Rose,,,2018,140800,B43241,Bridie Gallagher,Lovely Irish Rose,The Very Best Of Bridie Gallagher,notExplicit,2009,182000
C9420,B43821,False,C9420,"Harry Connick, Jr.",Sleigh Ride,,,1993,220760,B43821,Soft Instrumental Christmas Music,Sleigh Ride Sling,Christmas Jazz 2021,notExplicit,2021,77000
C28166,B43984,False,C28166,Lenny Kravitz,It's Your Life,,,1998,302733,B43984,Kirk Olsen,It's a Dog's Life,Dog Songs,notExplicit,2002,253000
C33456,B44052,False,C33456,Merle Haggard,Workin' Man Blues,,,2013,159906,B44052,Ivy Smith & Cow Cow Davenport,My Own Man Blues,Ivy Smith & Cow Cow Davenport (1927-1930),notExplicit,2005,188000
C42778,B44065,False,C42778,Napalm Death,Breed to Breathe,,,1997,197560,B44065,Darryl Worley,I Need A Breather,Have You Forgotten?,notExplicit,2003,219000
