source_id,opendb_id,source_artist,source_track,opendb_artist,opendb_track,source_combined,opendb_combined,similarity_score,match_classification
C39952,B68733,The Mount Fuji Doomjazz Corporation,Castles By The Sea,The Valley Boys,Get Up (I know you like it),the mount fuji doomjazz corporation castles by the sea 2009,the valley boys get up (i know you like it) 2007,0.271,-1
C21145,B60683,The Roots,Tunnel Vision,The Bran Flakes,Mutual Admiration And Love,the roots tunnel vision 2010,the bran flakes mutual admiration and love 2000,0.383,-1
C1852,B68930,The Smiths,Asleep,The Spotnicks,Johnny Guitar,the smiths asleep 1987,the spotnicks johnny guitar 2014,0.281,-1
C9196,B81863,Sade,Lovers Rock,SaraoMusic,Get Up and Run,sade lovers rock 2000,saraomusic get up and run 2016,0.267,-1
C4805,B1323,Elliott Smith,Almost Over,Electronic Dance Music 2024,Summer Serenade,elliott smith almost over 2007,electronic dance music 2024 summer serenade 2024,0.271,-1
C12780,B2976,City and Colour,Little Hell,City And Colour,Little Hell,city and colour little hell 2011,city and colour little hell 2011,1.0,1
C32194,B12770,The Veronicas,This Is How It Feels,The Czechaholics,Little Tavern Waltz,the veronicas this is how it feels 2007,the czechaholics little tavern waltz 2011,0.341,-1
C27129,B11717,Tokio Hotel,Spring nicht,Tony Bennett,When I Fall In Love,tokio hotel spring nicht 2010,tony bennett when i fall in love 1959,0.216,-1
C4581,B6192,Good Shoes,Morden,Gold Celeste,Future Days,good shoes morden 2007,gold celeste future days 2019,0.414,-1
C3629,B32568,Hot Chip,No Fit State,Hot Chickens,I Just Found Out,hot chip no fit state 2006,hot chickens i just found out 2012,0.412,-1
C43489,B39772,Soil,My Own,SOiL,My Own,soil my own 2001,soil my own 2001,1.0,1
C47998,B33124,This Providence,Losing Control,The Yardbirds,Out on the Water Coast,this providence losing control 2006,the yardbirds out on the water coast 1973,0.244,-1
C2177,B34018,Ellie Goulding,Starry Eyed,Ellie Goulding,Starry Eyed,ellie goulding starry eyed 2010,ellie goulding starry eyed 2010,1.0,1
C14672,B35773,Kendrick Lamar,Ignorance Is Bliss,Kelly Clarkson,In The Blue,kendrick lamar ignorance is bliss 2010,kelly clarkson in the blue 2015,0.395,-1
C41525,B21893,Leonard Cohen,Here It Is,Leaving Eden,Out of the Ashes,leonard cohen here it is 2001,leaving eden out of the ashes 2017,0.324,-1
C24063,B99048,The Rolling Stones,Silver Train,"The Crests, Richard Berry, The Del-Vikings, The Drifters, Four Tops, The Coasters, The Diamonds, Maurice Williams & The Zodiacs, The Platters",Besame Baby,the rolling stones silver train 1973,"the crests, richard berry, the del-vikings, the drifters, four tops, the coasters, the diamonds, maurice williams & the zodiacs, the platters besame baby 2011",0.158,-1
C12318,B82308,"Tyler, the Creator",Golden,Ty Segall,Bullet Proof Nothing,"tyler, the creator golden 2011",ty segall bullet proof nothing 2011,0.4,-1
C31772,B3917,The Replacements,Answering Machine,The Duhks,Adam's 3-Step,the replacements answering machine 1984,the duhks adam's 3-step 2008,0.256,-1
C21145,B72211,The Roots,Tunnel Vision,The Morningtown Train Crew,Take Another Little Piece of My Heart (Lullabye Version),the roots tunnel vision 2010,the morningtown train crew take another little piece of my heart (lullabye version) 2015,0.25,-1
C382,B75940,Paramore,That's What You Get,Panic! At The Disco,This Is Gospel,paramore that's what you get 2008,panic! at the disco this is gospel 2013,0.359,-1
C48615,B59950,Handsome Furs,Snakes On the Ladder,Halloween Music,Nights Of Witchin,handsome furs snakes on the ladder 2007,halloween music nights of witchin 2023,0.282,-1
C13178,B31891,The Libertines,Death on the Stairs,The Libertines,What a Waster,the libertines death on the stairs 2003,the libertines what a waster 2007,0.667,0
C382,B41837,Paramore,That's What You Get,Painbastard,Hidden game of the devil,paramore that's what you get 2008,painbastard hidden game of the devil 2005,0.317,-1
C6204,B78319,Mariah Carey,Always Be My Baby,Marcus Miller,French Hens,mariah carey always be my baby 1995,marcus miller french hens 2023,0.229,-1
C7193,B67463,Ella Fitzgerald,Summertime,Ella Fitzgerald,Stormy Weather,ella fitzgerald summertime 2011,ella fitzgerald stormy weather 2014,0.686,0
C2895,B75168,Massive Attack,Girl I Love You,Makoto Matsushita,This Is All I Have For You (2020 Remaster) - This Is All I Have for You (2020 Remastered),massive attack girl i love you 2010,makoto matsushita this is all i have for you (2020 remaster) - this is all i have for you (2020 remastered) 2020,0.232,-1
C1221,B44622,The Verve,Sonnet,The Shins,Kissing the Lipless (2023 Remaster),the verve sonnet 1997,the shins kissing the lipless (2023 remaster) 2003,0.2,-1
C3677,B72759,Broken Social Scene,All to All,Broken Social Scene,Vanity Pail Kids,broken social scene all to all 2010,broken social scene vanity pail kids 2017,0.683,0
C8652,B25212,Alice in Chains,Got Me Wrong,Alisson Shore,Remedy,alice in chains got me wrong 1992,alisson shore remedy 2017,0.303,-1
C17421,B60448,Echo & the Bunnymen,Rescue,Echo & the Bunnymen,Rescue,echo & the bunnymen rescue 2006,echo & the bunnymen rescue 2011,0.935,1
C21436,B58692,Garbage,Hammering in My Head,Gadjo,It's Alright (Gold Ryan & Tapesh Deep Breath Remix),garbage hammering in my head 1998,gadjo it's alright (gold ryan & tapesh deep breath remix) 2008,0.226,-1
C9242,B18330,Miles Davis,All of You,Miles Davis,Out of Nowhere,miles davis all of you 2012,miles davis out of nowhere 2012,0.71,0
C32100,B59154,The Stylistics,People Make The World Go Round,The Chosen Few,People Makes the World Go Round,the stylistics people make the world go round 2013,the chosen few people makes the world go round 2014,0.765,1
C13806,B37170,Minor Threat,Out of Step,Minicoolboyz,What's Up? (Vox & 909 DJ Tool),minor threat out of step 1983,minicoolboyz what's up? (vox & 909 dj tool) 2012,0.25,-1
C21145,B98137,The Roots,Tunnel Vision,The Boyboy West Coast,Venice Beach (feat. Dave Abrego),the roots tunnel vision 2010,the boyboy west coast venice beach (feat. dave abrego) 2020,0.305,-1
C13178,B80149,The Libertines,Death on the Stairs,The Pig Family,Ending Theme,the libertines death on the stairs 2003,the pig family ending theme 2011,0.359,-1
C32320,B35606,The Faint,Casual Sex,The Laurie Berkner Band,In The Clouds,the faint casual sex 1999,the laurie berkner band in the clouds 2023,0.286,-1
C692,B27634,Red Hot Chili Peppers,Easily,Red Hot Chili Peppers,Savior,red hot chili peppers easily 1999,red hot chili peppers savior 1999,0.879,1
C8719,B76366,Frank Sinatra,Jingle Bells,Frank Sinatra,Spring Is Here,frank sinatra jingle bells 2013,frank sinatra spring is here 2012,0.667,0
C9653,B17942,Ella Fitzgerald,I Love Paris,Ella Fitzgerald,I Love Paris,ella fitzgerald i love paris 2013,ella fitzgerald i love paris 2013,1.0,1
C30025,B18247,The New Pornographers,Silver Jenny Dollar,The Kiddieland Chorus,Simple Simon,the new pornographers silver jenny dollar 2010,the kiddieland chorus simple simon 2022,0.304,-1
C4090,B54419,The Starting Line,Island,The Starting Line,Island,the starting line island 2007,the starting line island 2007,1.0,1
C24702,B34488,Pavement,Heaven Is a Truck,Patti Kim,Silent Night Sky,pavement heaven is a truck 2010,patti kim silent night sky 2005,0.258,-1
C16902,B90136,Jack Johnson,To The Sea,Jay Oliver,Nebula Rising,jack johnson to the sea 2010,jay oliver nebula rising 2017,0.31,-1
C2585,B43286,Flying Lotus,Zodiac Shit,Flying Lotus,Zodiac Shit,flying lotus zodiac shit 2010,flying lotus zodiac shit 2010,1.0,1
C13134,B51752,The Offspring,Hammerhead,The Karaoke Channel,A Girl I Used To Know [In the Style of George Jones] {Karaoke Lead Vocal Version},the offspring hammerhead 2008,the karaoke channel a girl i used to know [in the style of george jones] {karaoke lead vocal version} 2010,0.17,-1
C4031,B782,Brand New,Secondary,Brand New,Secondary,brand new secondary 2001,brand new secondary 2001,1.0,1
C9157,B70491,Chet Baker,It's Always You,Charles Kelley,I Hope You're Happy Now (Live),chet baker it's always you 2013,charles kelley i hope you're happy now (live) 2020,0.28,-1
C21124,B66868,The Dramatics,In the Rain,The Karaoke Channel,Caught Up In You (Karaoke Version) (In The Style Of 38 Special),the dramatics in the rain 2010,the karaoke channel caught up in you (karaoke version) (in the style of 38 special) 2009,0.25,-1
C22775,B40021,Filter,What's Next,Filter,What's Next,filter what's next 2008,filter what's next 2008,1.0,1
C7512,B8905,Helloween,I Want Out,Helloween,I Want Out,helloween i want out 1988,helloween i want out 2002,0.84,1
C47530,B82319,Pity Sex,Hollow Body,Pity Sex,Hollow Body,pity sex hollow body 2013,pity sex hollow body 2013,1.0,1
C42241,B76744,Lucille Bogan,B.D. Woman's Blues,Lumber River Quartet,That's Why I Sing Gospel Music,lucille bogan b.d. woman's blues 2012,lumber river quartet that's why i sing gospel music 2010,0.268,-1
C49888,B40933,Frank Sinatra,Spring Is Here,Frank Sinatra,Jingle Bells,frank sinatra spring is here 2013,frank sinatra jingle bells 2023,0.667,0
C33309,B95789,Johnny Cash,Like A Soldier,John Addison,Murder She Wrote (Theme from the TV Series ),johnny cash like a soldier 1994,john addison murder she wrote (theme from the tv series ) 2012,0.242,-1
C29400,B21426,David Guetta,Like I Do,Daniel & Emma Lynn Glick,I Feel Like Traveling On,david guetta like i do 2018,daniel & emma lynn glick i feel like traveling on 2022,0.333,-1
C37716,B15175,Radiohead,Million Dollar Question,Railroad Earth,Take a Bow,radiohead million dollar question 1993,railroad earth take a bow 2016,0.263,-1
C39952,B74222,The Mount Fuji Doomjazz Corporation,Castles By The Sea,The Carter Family,Anchored In Love,the mount fuji doomjazz corporation castles by the sea 2009,the carter family anchored in love 2017,0.305,-1
C42290,B59191,The Agrestix,On the Prowl,The Tokens,Please Write,the agrestix on the prowl 2007,the tokens please write 2008,0.433,-1
C36081,B36335,Elvis Presley,I Need Your Love Tonight,Elvis Presley,I Need You So,elvis presley i need your love tonight 2011,elvis presley i need you so 2024,0.674,0
C10287,B97459,The Cars,My Best Friend's Girl,The Pigeon Detectives,Lovers Come and Lovers Go,the cars my best friend's girl 2008,the pigeon detectives lovers come and lovers go 2023,0.288,-1
C20075,B574,The Word Alive,How To Build An Empire,The Tubes,I Want It All Now,the word alive how to build an empire 2009,the tubes i want it all now 1979,0.31,-1
C29804,B22439,Ben Folds,Losing Lisa,Bert Evens,Coming home,ben folds losing lisa 2001,bert evens coming home 2016,0.481,-1
C13689,B37205,Pixies,Lovely Day,Pixies,Lovely Day,pixies lovely day 1991,pixies lovely day 1991,1.0,1
C31596,B27012,Stimming,Silver Surfer,Stadiumx,Out of My Mind (Extended Mix),stimming silver surfer 2009,stadiumx out of my mind (extended mix) 2022,0.279,-1
C8719,B40534,Frank Sinatra,Jingle Bells,Frank Sinatra,Jingle Bell,frank sinatra jingle bells 2013,frank sinatra jingle bell 2021,0.903,1
C49888,B42867,Frank Sinatra,Spring Is Here,Frank Sinatra,Jingle Bells,frank sinatra spring is here 2013,frank sinatra jingle bells 2013,0.697,0
C1221,B19168,The Verve,Sonnet,The Winans,I Love You,the verve sonnet 1997,the winans i love you 2002,0.269,-1
C36668,B80799,Émilie Simon,My Old Friend,Émilie Simon,My Old Friend,émilie simon my old friend 2006,émilie simon my old friend 2006,1.0,1
C8035,B75836,Marilyn Manson,Little Horn,Madison Cunningham,All At Once (Solo Version),marilyn manson little horn 1996,madison cunningham all at once (solo version) 2018,0.32,-1
C8990,B35915,The Cinematic Orchestra,Ode to the Big Sea,The Cinematic Orchestra,Ode To The Big Sea,the cinematic orchestra ode to the big sea 2008,the cinematic orchestra ode to the big sea 2008,1.0,1
C6995,B74924,Lykke Li,Jerome,Lykke Li,Jerome,lykke li jerome 2011,lykke li jerome 2021,0.95,1
C12328,B82082,Mr. Bungle,Vanity Fair,Mr. Bungle,Vanity Fair,mr. bungle vanity fair 2013,mr. bungle vanity fair 2013,1.0,1
C38529,B32031,The Rolling Stones,Coming Down Again,The Rolling Stones,Coming Down Again,the rolling stones coming down again 1973,the rolling stones coming down again 1973,1.0,1
C36399,B12274,Midlake,In The Ground,Midlake,In the Ground,midlake in the ground 2010,midlake in the ground 2010,1.0,1
C17494,B93186,The Jesus and Mary Chain,It's So Hard,The Church,Ripple,the jesus and mary chain it's so hard 1985,the church ripple 1992,0.286,-1
C32194,B85454,The Veronicas,This Is How It Feels,The Outcasts,Cyborg,the veronicas this is how it feels 2007,the outcasts cyborg 2020,0.385,-1
C17776,B32376,Madonna,You'll See,Margaret Allison & The Angelic Gospel Singers,What a Time,madonna you'll see 1995,margaret allison & the angelic gospel singers what a time 1993,0.258,-1
C8652,B98855,Alice in Chains,Got Me Wrong,Alice in Chains,Got Me Wrong,alice in chains got me wrong 1992,alice in chains got me wrong 1992,1.0,1
C8719,B60109,Frank Sinatra,Jingle Bells,French Cafe Music,Guitar Chill Out Soundtrack for Work Time,frank sinatra jingle bells 2013,french cafe music guitar chill out soundtrack for work time 2022,0.219,-1
C28894,B51040,deadmau5,Strobe (Club Edit),deadmau5,Strobe (Club Edit),deadmau5 strobe (club edit) 2014,deadmau5 strobe (club edit) 2014,1.0,1
C23820,B59428,Joss Stone,Snakes And Ladders,Johneiker Barajas,Ritual,joss stone snakes and ladders 2004,johneiker barajas ritual 2022,0.265,-1
C21124,B61507,The Dramatics,In the Rain,The Eames Era,All Of Seventeen,the dramatics in the rain 2010,the eames era all of seventeen 2004,0.371,-1
C12090,B20151,Flying Lotus,Sleepy Dinosaur,Fleur Harmon Do,Almost Rateful Parsnip,flying lotus sleepy dinosaur 2008,fleur harmon do almost rateful parsnip 2023,0.256,-1
C14671,B8031,"Tyler, the Creator",Tamale,"Tyler, The Creator",Golden,"tyler, the creator tamale 2013","tyler, the creator golden 2011",0.767,1
C898,B32939,Marilyn Manson,This Is the New Shit,Mark 'Oh,How Do I Love You? (U.R.R.Mix),marilyn manson this is the new shit 2004,mark 'oh how do i love you? (u.r.r.mix) 1995,0.205,-1
C8113,B58850,Mastodon,Circle of Cysquatch,Mastodon,Circle of Cysquatch,mastodon circle of cysquatch 2006,mastodon circle of cysquatch 2006,1.0,1
C2895,B58119,Massive Attack,Girl I Love You,Massive Attack,Girl I Love You,massive attack girl i love you 2010,massive attack girl i love you 2010,1.0,1
C13289,B59505,The Libertines,The Good Old Days,The Bots,All Of Them (Wide Awake),the libertines the good old days 2002,the bots all of them (wide awake) 2014,0.316,-1
C23039,B10566,Mike Doughty,Looking At The World From The Bottom Of A Well,Mike Love,Little St. Nick,mike doughty looking at the world from the bottom of a well 2012,mike love little st. nick 2018,0.312,-1
C7193,B89234,Ella Fitzgerald,Summertime,Ella Fitzgerald,Volare,ella fitzgerald summertime 2011,ella fitzgerald volare 2022,0.677,0
C5408,B79698,Coldplay,U.F.O.,Coldplay,U.F.O.,coldplay u.f.o. 2011,coldplay u.f.o. 2011,1.0,1
C24268,B71271,The Sword,Lament for the Aurochs,The Wolfe Tones,United Men,the sword lament for the aurochs 2006,the wolfe tones united men 2010,0.351,-1
C4498,B27963,Alkaline Trio,Clavicle,Alec Holowka,Church Hill,alkaline trio clavicle 2011,alec holowka church hill 2017,0.31,-1
C36399,B81771,Midlake,In The Ground,Michael J. Lewis,Tunnel Collapse,midlake in the ground 2010,michael j. lewis tunnel collapse 2010,0.378,-1
C17494,B18375,The Jesus and Mary Chain,It's So Hard,The Jesus And Mary Chain,Upside Down,the jesus and mary chain it's so hard 1985,the jesus and mary chain upside down 1988,0.738,0
C19894,B56838,Manowar,Outlaw,Maitro,Twenty,manowar outlaw 1996,maitro twenty 2022,0.211,-1
C46373,B26368,The Suicide Machines,Bottomed Out,The Suicide Machines,I Feel,the suicide machines bottomed out 2005,the suicide machines i feel 2022,0.658,0
C4169,B17974,Motion City Soundtrack,Broken Heart,Motion City Soundtrack,Broken Heart (Live),motion city soundtrack broken heart 2007,motion city soundtrack broken heart (live) 2007,0.851,1
C13869,B39078,Simple Plan,Holding On,Simple Plan,Holding On,simple plan holding on 2008,simple plan holding on 2008,1.0,1
C4358,B15923,Battles,Futura,Baby do Brasil,Planeta Azul,battles futura 2011,baby do brasil planeta azul 1991,0.25,-1
C36081,B44245,Elvis Presley,I Need Your Love Tonight,Elvis Presley,I Need Your Love Tonight,elvis presley i need your love tonight 2011,elvis presley i need your love tonight 2003,0.953,1
C42405,B84431,Don Nitti,Murder Man Dance,Don Nitti,Murder Man Dance,don nitti murder man dance 2006,don nitti murder man dance 2006,1.0,1
C43501,B94284,Pillar,Simply,Pillar,Simply,pillar simply 2004,pillar simply 2004,1.0,1
C35228,B66074,The Used,On The Cross,The Scary Pumpkins,Window Sliding Open/ Closed,the used on the cross 2009,the scary pumpkins window sliding open/ closed 2003,0.373,-1
C2240,B77332,Madonna,Frozen,Makoto Ozone,Spring Is Here,madonna frozen 2009,makoto ozone spring is here 1987,0.25,-1
C24268,B87621,The Sword,Lament for the Aurochs,The Rain Library,Spread,the sword lament for the aurochs 2006,the rain library spread 2020,0.351,-1
C41967,B40074,Amanda Jenssen,Common Henry,Amanda Jenssen,Common Henry,amanda jenssen common henry 2009,amanda jenssen common henry 2009,1.0,1
C46474,B76274,Los Fabulosos Cadillacs,Surfer Calavera,Louis Jordan,That's How I Feel About You,los fabulosos cadillacs surfer calavera 2009,louis jordan that's how i feel about you 2022,0.2,-1
C8719,B35996,Frank Sinatra,Jingle Bells,Frank Sinatra,Winter Wonderland,frank sinatra jingle bells 2013,frank sinatra winter wonderland 2013,0.667,0
C13057,B93390,Dead Man's Bones,In the Room Where You Sleep,Deep Sleep,Switch Off with Rain,dead man's bones in the room where you sleep 2009,deep sleep switch off with rain 2020,0.306,-1
C4169,B86631,Motion City Soundtrack,Broken Heart,Modogo Gian Franco Ferre,Victime de la mode,motion city soundtrack broken heart 2007,modogo gian franco ferre victime de la mode 2021,0.271,-1
C49985,B34112,Elvenking,My Own Spider's Web,Elvenking,My Own Spider's Web,elvenking my own spider's web 2008,elvenking my own spider's web 2008,1.0,1
C33296,B18592,Little Big Town,Little White Church,Liam Lynch,Motherf*ckin' Pie,little big town little white church 2010,liam lynch motherf*ckin' pie 2012,0.25,-1
C4483,B97275,The Dresden Dolls,672,Third World,Loving You Is Easy,the dresden dolls 672 2004,third world loving you is easy 2019,0.343,-1
C40468,B19940,Thurston Moore,Female Cop,The Kiboomers,I Love Christmas: Songs for Children,thurston moore female cop 1995,the kiboomers i love christmas: songs for children 2020,0.218,-1
C3497,B82689,The xx,Dangerous,Thakzin,Jungle Fever,the xx dangerous 2017,thakzin jungle fever 2024,0.36,-1
C8719,B45734,Frank Sinatra,Jingle Bells,Frankie Gavin,Jingle Bell Jazz,frank sinatra jingle bells 2013,frankie gavin jingle bell jazz 2013,0.657,0
C5585,B85545,Band of Horses,Factory,Band Of Horses,How To Live,band of horses factory 2010,band of horses how to live 2012,0.677,0
C7279,B19327,Taylor Swift,Better Than Revenge,Tania Kernaghan,I Will,taylor swift better than revenge 2010,tania kernaghan i will 2005,0.324,-1
C1221,B97143,The Verve,Sonnet,Thomas Hengelbrock,"Miserere in C Minor, ZWV 57: Misere III",the verve sonnet 1997,"thomas hengelbrock miserere in c minor, zwv 57: misere iii 2009",0.175,-1
C35228,B96394,The Used,On The Cross,The Kentucky Linemen,Outlaw Country Revival,the used on the cross 2009,the kentucky linemen outlaw country revival 2012,0.312,-1
C20453,B34711,Lady Sovereign,Public Warning,Lady Sovereign,Public Warning,lady sovereign public warning 2006,lady sovereign public warning 2006,1.0,1
C7918,B81679,Deftones,Beware,Deftones,Beware,deftones beware 2006,deftones beware 2006,1.0,1
C32194,B69497,The Veronicas,This Is How It Feels,The Meteors,"Chainsaw Boogie (It Rubs the Lotion on Its Skin 12"" Mix - Extra Track)",the veronicas this is how it feels 2007,"the meteors chainsaw boogie (it rubs the lotion on its skin 12"" mix - extra track) 1991",0.264,-1
C13299,B59655,The Libertines,What a Waster,The Archies,Circle of Blue,the libertines what a waster 2007,the archies circle of blue 1968,0.273,-1
C13806,B96088,Minor Threat,Out of Step,Miguel Caiceo,Mariano,minor threat out of step 1983,miguel caiceo mariano 2019,0.172,-1
C9091,B64387,Diablo Swing Orchestra,Balrog Boogie,Diablo Swing Orchestra,Aurora,diablo swing orchestra balrog boogie 2006,diablo swing orchestra aurora 2012,0.707,0
C1852,B57053,The Smiths,Asleep,The Rockfords,Silver Lining,the smiths asleep 1987,the rockfords silver lining 2000,0.281,-1
C23039,B2498,Mike Doughty,Looking At The World From The Bottom Of A Well,Mir220,On the Wake Up,mike doughty looking at the world from the bottom of a well 2012,mir220 on the wake up 2021,0.25,-1
C40468,B58470,Thurston Moore,Female Cop,Thy Serpent,Ode to the Witches Part III,thurston moore female cop 1995,thy serpent ode to the witches part iii 1997,0.364,-1
C4795,B53760,The Maine,I Must Be Dreaming,The Maine,I Must Be Dreaming,the maine i must be dreaming 2008,the maine i must be dreaming 2008,1.0,1
C12345,B61517,Johnny Cash,I Walk the Line,Johnny Cash,I Walk The Line,johnny cash i walk the line 2007,johnny cash i walk the line 2014,0.938,1
C4873,B85104,Shiny Toy Guns,Shaken,Shameia Crawford,Yahweh (feat. Mike Teezy),shiny toy guns shaken 2006,shameia crawford yahweh (feat. mike teezy) 2022,0.255,-1
C2481,B32478,Christina Aguilera,Not Myself Tonight,Chingy,Bounce That,christina aguilera not myself tonight 2010,chingy bounce that 2006,0.333,-1
C31596,B42622,Stimming,Silver Surfer,StreetFootball Mixtape,StreetFootball (Freestyle 97865),stimming silver surfer 2009,streetfootball mixtape streetfootball (freestyle 97865) 2019,0.233,-1
C24941,B44334,Elliott Smith,Looking Over My Shoulder,Elvis Presley,School Day,elliott smith looking over my shoulder 2007,elvis presley school day 2022,0.326,-1
C30025,B96555,The New Pornographers,Silver Jenny Dollar,The Joslin Grove Choral Society,Now We Thank Thee All Our Lord,the new pornographers silver jenny dollar 2010,the joslin grove choral society now we thank thee all our lord 2003,0.299,-1
C16925,B75230,Maria Mena,You're the Only One,Mayhem,Chainsaw Gutsfuck (Live in Leipzig),maria mena you're the only one 2004,mayhem chainsaw gutsfuck (live in leipzig) 1992,0.255,-1
C34480,B55436,Therion,Thor,The Mobile Hot Spots,Static Electricity,therion thor 2005,the mobile hot spots static electricity 2019,0.25,-1
C22044,B48671,Rodrigo,Concierto de Aranjuez,Roger Miller,In The Summertime,rodrigo concierto de aranjuez 2010,roger miller in the summertime 1965,0.2,-1
C43416,B28466,Sevendust,Broken Down,Sevendust,Broken Down,sevendust broken down 2003,sevendust broken down 2003,1.0,1
C648,B94721,The Subways,Rock & Roll Queen,The Latin Jazz Quintet,Monk's Bread,the subways rock & roll queen 2005,the latin jazz quintet monk's bread 2011,0.325,-1
C4090,B94694,The Starting Line,Island,The Fairies,Now We Have to Go,the starting line island 2007,the fairies now we have to go 2016,0.324,-1
C35964,B30526,Draconian,End of the Rope,Draconian,End of the Rope,draconian end of the rope 2011,draconian end of the rope 2011,1.0,1
C34480,B30500,Therion,Thor,The Kid's Pop Singers,Cry Me A River,therion thor 2005,the kid's pop singers cry me a river 2008,0.293,-1
C36283,B11192,Travis,Battleships,Trademark Da Skydiver,Second Chance,travis battleships 2007,trademark da skydiver second chance 2023,0.275,-1
C2371,B93912,Ladytron,Destroy Everything You Touch,Las Cruces,Doomed,ladytron destroy everything you touch 2005,las cruces doomed 1998,0.214,-1
C9242,B24955,Miles Davis,All of You,Miles Davis,Out of Nowhere,miles davis all of you 2012,miles davis out of nowhere 2015,0.677,0
C32357,B20070,The xx,I Dare You,The xx,Dangerous,the xx i dare you 2017,the xx dangerous 2017,0.682,0
C9736,B86704,Joni Mitchell,Amelia,Joni Mitchell,Amelia,joni mitchell amelia 1976,joni mitchell amelia 1976,1.0,1
C12297,B54529,SOHN,Lessons,Sound Ideas,Wooden Barrel Falls on Dirt,sohn lessons 2014,sound ideas wooden barrel falls on dirt 2014,0.318,-1
C12345,B51397,Johnny Cash,I Walk the Line,Johnny Cash,I Walk The Line,johnny cash i walk the line 2007,johnny cash i walk the line 2023,0.938,1
C38529,B56349,The Rolling Stones,Coming Down Again,The Country Music Crew,Change Her Mind,the rolling stones coming down again 1973,the country music crew change her mind 2014,0.302,-1
C32100,B93447,The Stylistics,People Make The World Go Round,The Shannon Woods Band,A Song You Can Drink a Beer To,the stylistics people make the world go round 2013,the shannon woods band a song you can drink a beer to 2019,0.276,-1
C13289,B8640,The Libertines,The Good Old Days,The Tokens,Monkey Vendor,the libertines the good old days 2002,the tokens monkey vendor 2015,0.351,-1
C6116,B63332,Fergie,London Bridge,Fernando Perdomo,Energy Overload,fergie london bridge 2006,fernando perdomo energy overload 2021,0.324,-1
C8035,B19301,Marilyn Manson,Little Horn,Mario,How Do I Breathe (Allister Whitehead Remix) (feat. Cassidy),marilyn manson little horn 1996,mario how do i breathe (allister whitehead remix) (feat. cassidy) 2007,0.186,-1
C46420,B121,The Ataris,Neilhouse,The Hollywood Edge Sound Effects Library,"Basketball, Crowd Chants 'We Will Rock You' with Foot Stomp and Clap Take 2",the ataris neilhouse 1997,"the hollywood edge sound effects library basketball, crowd chants 'we will rock you' with foot stomp and clap take 2 2015",0.149,-1
C14800,B51788,Nicki Minaj,Here I Am,Nicki Minaj,Did It On’em,nicki minaj here i am 2010,nicki minaj did it on’em 2010,0.69,0
C21124,B5608,The Dramatics,In the Rain,The Tear Garden,Demons (The 3AM Mix),the dramatics in the rain 2010,the tear garden demons (the 3am mix) 2017,0.463,-1
C2552,B41670,Nine Inch Nails,A Warm Place,Nine Inch Nails,A Warm Place,nine inch nails a warm place 1994,nine inch nails a warm place 1994,1.0,1
C6116,B14659,Fergie,London Bridge,Fergie,London Bridge,fergie london bridge 2006,fergie london bridge 2006,1.0,1
C20218,B14216,Hollywood Undead,We Are,Hollywood Undead,We Are,hollywood undead we are 2012,hollywood undead we are 2012,1.0,1
C21124,B73720,The Dramatics,In the Rain,The Man,That's Affirmative,the dramatics in the rain 2010,the man that's affirmative 2019,0.387,-1
C12284,B60919,Meat Puppets,Aurora Borealis,Meat Puppets,Aurora Borealis,meat puppets aurora borealis 1984,meat puppets aurora borealis 1984,1.0,1
C9091,B92684,Diablo Swing Orchestra,Balrog Boogie,Diablo Swing Orchestra,Balrog Boogie,diablo swing orchestra balrog boogie 2006,diablo swing orchestra balrog boogie 2006,1.0,1
C19567,B65544,Mastodon,Mother Puncher,Marvin Gaye,Please Don’t Stay (Once You Go Away) (Alternate Mix 1),mastodon mother puncher 2002,marvin gaye please don’t stay (once you go away) (alternate mix 1) 2023,0.211,-1
C13057,B41778,Dead Man's Bones,In the Room Where You Sleep,Dead Man's Bones,In The Room Where You Sleep,dead man's bones in the room where you sleep 2009,dead man's bones in the room where you sleep 2009,1.0,1
C13299,B31891,The Libertines,What a Waster,The Libertines,What a Waster,the libertines what a waster 2007,the libertines what a waster 2007,1.0,1
C47270,B40042,Saving Abel,Out Of My Face,Saving Abel,Out Of My Face,saving abel out of my face 2008,saving abel out of my face 2008,1.0,1
C39952,B48424,The Mount Fuji Doomjazz Corporation,Castles By The Sea,The Rolling Stones,Winter,the mount fuji doomjazz corporation castles by the sea 2009,the rolling stones winter 2020,0.305,-1
C21124,B38747,The Dramatics,In the Rain,The Infamous Stringdusters,Afraid of Love,the dramatics in the rain 2010,the infamous stringdusters afraid of love 2024,0.37,-1
C35995,B63838,Elvis Presley,"I Want You, I Need You, I Love You",Elena Baliakhova,Middle Jump 3/4 Improvisation,"elvis presley i want you, i need you, i love you 2014",elena baliakhova middle jump 3/4 improvisation 2012,0.264,-1
C42738,B32842,Nails,I Will Not Follow,Nails,I Will Not Follow,nails i will not follow 2010,nails i will not follow 2010,1.0,1
C15692,B86752,Annihilator,Crystal Ann,Andrew Manze,"Adagio & Fugue In C Minor, K. 546: II. Fugue",annihilator crystal ann 2003,"andrew manze adagio & fugue in c minor, k. 546: ii. fugue 2003",0.226,-1
C24417,B96541,Entombed,Heavens Die,Ensemble Plus Ultra,"Miserere mei, Deus",entombed heavens die 1993,"ensemble plus ultra miserere mei, deus 2014",0.279,-1
