source_id,opendb_id,source_artist,source_track,opendb_artist,opendb_track,source_combined,opendb_combined,similarity_score,match_classification
A4479,B66469,Chicago,We Can Last Forever,Chance The Rapper,Buried Alive,chicago we can last forever 1988,chance the rapper buried alive 2024,0.229,-1
A3839,B27108,Daughtry,What About Now,David Arkenstone,Voices In The Wind,daughtry what about now 2006,david arkenstone voices in the wind 2014,0.25,-1
A5954,B46281,Camila Cabello,Crying in the Club,Camila Cabello,Inside Out,camila cabello crying in the club 2017,camila cabello inside out 2018,0.658,0
A2219,B33843,Billy Joel,And So It Goes,Billy Joel,And So It Goes,billy joel and so it goes 1989,billy joel and so it goes 1989,1.0,1
A6948,B74322,Michelle Branch,Breathe,Michael Schenker Group,"Doctor Doctor (Live at the Budokan, Tokyo, 12 August 1981)",michelle branch breathe 2003,"michael schenker group doctor doctor (live at the budokan, tokyo, 12 august 1981) 1982",0.221,-1
A2219,B83228,Billy Joel,And So It Goes,Big Daddy's Breakfast Voodoo,Looking for Gas,billy joel and so it goes 1989,big daddy's breakfast voodoo looking for gas 2020,0.286,-1
A1961,B98039,Michael Jackson,I Just Can't Stop Loving You (feat. Siedah Garrett),Mike Garbo,Son of a Gun,michael jackson i just can't stop loving you (feat. siedah garrett) 1987,mike garbo son of a gun 2022,0.25,-1
A895,B23838,Madonna,Like a Prayer,Mark Knopfler,So Far From The Clyde,madonna like a prayer 1989,mark knopfler so far from the clyde 2022,0.25,-1
A3334,B37528,Metallica,The God That Failed,Metallica,The God That Failed,metallica the god that failed 1991,metallica the god that failed 1991,1.0,1
A5810,B57286,The Archies,"Sugar, Sugar",The Side Eyes,Please Float Away,"the archies sugar, sugar 1969",the side eyes please float away 2017,0.306,-1
A1478,B19924,Carrie Underwood,Little Toy Guns,Cade Thompson,Voices,carrie underwood little toy guns 2014,cade thompson voices 2021,0.297,-1
A309,B73345,Rodney Atkins,Watching You,Rodney Atkins,Take A Back Road,rodney atkins watching you 2006,rodney atkins take a back road 2011,0.571,-1
A2219,B5677,Billy Joel,And So It Goes,Bing Crosby,You're In Kentucky Sure As You're Born,billy joel and so it goes 1989,bing crosby you're in kentucky sure as you're born 2010,0.273,-1
A1116,B79591,One Direction,What a Feeling,Onslaught,Bomber,one direction what a feeling 2015,onslaught bomber 2011,0.303,-1
A4800,B51079,Paramore,Future,Paul Weller,I Walk On Gilded Splinters,paramore future 2013,paul weller i walk on gilded splinters 1995,0.233,-1
A4315,B2751,Sia,Reaper,SiR,Better,sia reaper 2016,sir better 2018,0.667,0
A3177,B4324,Rednex,Cotton Eye Joe,Reggie B,"Do You Wanna Ride (feat. B. Bravo, Salva, C-Note) (feat. B. Bravo, Salva & C-Note)",rednex cotton eye joe 1994,"reggie b do you wanna ride (feat. b. bravo, salva, c-note) (feat. b. bravo, salva & c-note) 2013",0.167,-1
A5551,B59437,Jazmine Sullivan,Need U Bad,Jack Bruce,"Twenty Past Four (Live, BBC Radio Three, Jazz In Britain, 4 September 1978)",jazmine sullivan need u bad 2008,"jack bruce twenty past four (live, bbc radio three, jazz in britain, 4 september 1978) 2024",0.22,-1
A4455,B67397,Jelly Roll,Son Of A Sinner,Jerry Lee Lewis,That's My Desire (extra verse),jelly roll son of a sinner 2021,jerry lee lewis that's my desire (extra verse) 1981,0.275,-1
A9351,B66083,Mariah Carey,Vision of Love,Matthew Daddino,Battlefield of Death,mariah carey vision of love 1990,matthew daddino battlefield of death 2022,0.268,-1
A2751,B22384,Mariah Carey,Always Be My Baby,Marián Oviedo,Simplemente Gracias,mariah carey always be my baby 1995,marián oviedo simplemente gracias 2020,0.263,-1
A4315,B13023,Sia,Reaper,Silas Biglefthand,In the Morning We Sing,sia reaper 2016,silas biglefthand in the morning we sing 2014,0.267,-1
A1723,B66691,Glen Hansard,Broken Hearted Hoover Fixer Sucker Guy,Global Karaoke,That's What Friends Are For (In the Style of Dionne Warwick) [Karaoke Backing Track],glen hansard broken hearted hoover fixer sucker guy 2007,global karaoke that's what friends are for (in the style of dionne warwick) [karaoke backing track] 2014,0.288,-1
A4060,B85186,Jana Kramer,Why Ya Wanna,Jackopierce,Heroes,jana kramer why ya wanna 2012,jackopierce heroes 1991,0.241,-1
A9859,B13200,Young the Giant,Islands,Young Buck,Like a Million,young the giant islands 2010,young buck like a million 2015,0.467,-1
A3740,B97895,Daughtry,What About Now,Dark Mark,Murder in Fugue,daughtry what about now 2006,dark mark murder in fugue 2019,0.233,-1
A4119,B67899,Childish Gambino,This Is America,Cheer Trax,United We Stand Short Cheer Edit 152 BPM,childish gambino this is america 2018,cheer trax united we stand short cheer edit 152 bpm 2003,0.268,-1
A9166,B4626,Carrie Underwood,That's Where It Is,Cassandra Lucas,Say It,carrie underwood that's where it is 2005,cassandra lucas say it 2019,0.35,-1
A9166,B44486,Carrie Underwood,That's Where It Is,Casket Cassette,Inside the Sphere,carrie underwood that's where it is 2005,casket cassette inside the sphere 2024,0.25,-1
A1703,B45917,Pentatonix,Sleigh Ride,Pentatonix,Sleigh Ride,pentatonix sleigh ride 2014,pentatonix sleigh ride 2014,1.0,1
A9166,B33507,Carrie Underwood,That's Where It Is,Caio Mesquita,Jingle Bell Rock,carrie underwood that's where it is 2005,caio mesquita jingle bell rock 2022,0.275,-1
A2751,B21998,Mariah Carey,Always Be My Baby,Masa & Topher,Always On My Mind,mariah carey always be my baby 1995,masa & topher always on my mind 2015,0.5,-1
A1057,B49154,Avenged Sevenfold,Almost Easy,Avscvltate,Bridge over Troubled Water,avenged sevenfold almost easy 2007,avscvltate bridge over troubled water 2015,0.238,-1
A3839,B28050,Daughtry,What About Now,David Sylvian,Brightness Falls,daughtry what about now 2006,david sylvian brightness falls 1994,0.229,-1
A8831,B40147,Trans-Siberian Orchestra,A Star to Follow,TripleS,Cherry Gene 'Baddest Mix',trans-siberian orchestra a star to follow 1996,triples cherry gene 'baddest mix' 2023,0.239,-1
A5623,B14046,Bullet for My Valentine,Hearts Burst Into Fire,Buck Owens,I Know What It Means,bullet for my valentine hearts burst into fire 2008,buck owens i know what it means 2016,0.294,-1
A6948,B82209,Michelle Branch,Breathe,Michelle Branch,You’re Good,michelle branch breathe 2003,michelle branch you’re good 2017,0.656,0
A609,B31551,Rodney Atkins,Take a Back Road,Roberto Rodriguez (Manolo),Broken,rodney atkins take a back road 2011,roberto rodriguez (manolo) broken 2016,0.289,-1
A6948,B9424,Michelle Branch,Breathe,Michelle Branch,Breathe,michelle branch breathe 2003,michelle branch breathe 2003,1.0,1
A9275,B49560,Lin-Manuel Miranda,Almost Like Praying (feat. Artists for Puerto Rico),Like A Storm,Man in the Box,lin-manuel miranda almost like praying (feat. artists for puerto rico) 2017,like a storm man in the box 2022,0.267,-1
A1547,B20215,David Guetta,Dangerous (feat. Sam Martin),David Guetta,Dangerous (feat. Sam Martin),david guetta dangerous (feat. sam martin) 2014,david guetta dangerous (feat. sam martin) 2014,1.0,1
A5771,B76636,The Archies,"Sugar, Sugar",The Countdown Kids,"Praise Him, Praise Him All Ye Little Children","the archies sugar, sugar 1969","the countdown kids praise him, praise him all ye little children 2018",0.203,-1
A5954,B33971,Camila Cabello,Crying in the Club,Catch One Baldie,No Way Jose,camila cabello crying in the club 2017,catch one baldie no way jose 2021,0.289,-1
A2753,B12742,Marc Anthony,I Need to Know,Maximum Balloon,If You Return (feat. Little Dragon),marc anthony i need to know 1999,maximum balloon if you return (feat. little dragon) 2010,0.268,-1
A3806,B44042,Billy Idol,Rebel Yell,BilinguaSing,Jingle Bells in French,billy idol rebel yell 1983,bilinguasing jingle bells in french 2021,0.275,-1
A3839,B96318,Daughtry,What About Now,Dashdot,Loving Momma,daughtry what about now 2006,dashdot loving momma 2013,0.25,-1
A3798,B79934,Tech N9ne,"Fragile (feat. Kendrick Lamar, ¡MAYDAY! & Kendall Morgan)",Terrell Grice,Livin' my Dream (Live),"tech n9ne fragile (feat. kendrick lamar, ¡mayday! & kendall morgan) 2013",terrell grice livin' my dream (live) 2020,0.292,-1
A5220,B97706,Madonna,Like a Prayer,Massage Therapy Music,Claire De Lune (Debussy) Spa Music,madonna like a prayer 1989,massage therapy music claire de lune (debussy) spa music 2018,0.18,-1
A5411,B86496,Cole Swindell,Get Up,Codeko,Bad At Being Alone,cole swindell get up 2014,codeko bad at being alone 2020,0.333,-1
A5960,B63854,Disturbed,What Are You Waiting For,Disney Tribute Band,"Circle of Life (From ""The Lion King"") [Vocal Tribal Version]",disturbed what are you waiting for 2015,"disney tribute band circle of life (from ""the lion king"") [vocal tribal version] 2010",0.282,-1
A7819,B61003,LINKIN PARK,Figure.09,Linkin Park,Figure.09,linkin park figure.09 2003,linkin park figure.09 2003,1.0,1
A2185,B75298,Billy Joel,And So It Goes,Billie Holiday,"Lover, Come Back To Me (Take 3)",billy joel and so it goes 1989,"billie holiday lover, come back to me (take 3) 1997",0.353,-1
A5031,B17496,Martina McBride,I Just Call You Mine,Manomurthy,I Love You,martina mcbride i just call you mine 2009,manomurthy i love you 2008,0.39,-1
A4654,B99011,Michelle Branch,Breathe,Mighty Clouds Of Joy,What A Wonderful God,michelle branch breathe 2003,mighty clouds of joy what a wonderful god 2012,0.239,-1
A5771,B35924,The Archies,"Sugar, Sugar",THE BLACK TANKS,Dragon Ball Z - Solid State Scouter -Xenoverse Cover Remaster-,"the archies sugar, sugar 1969",the black tanks dragon ball z - solid state scouter -xenoverse cover remaster- 2018,0.193,-1
A6059,B15291,Madonna,Frozen,Martin Harley,Lonely With You,madonna frozen 1998,martin harley lonely with you 2005,0.206,-1
A9118,B74050,The Beach Boys,"Dance, Dance, Dance",The Frank and Walters,This Is Not A Song,"the beach boys dance, dance, dance 1965",the frank and walters this is not a song 2006,0.267,-1
A3963,B22332,Percy Sledge,When a Man Loves a Woman,Peter Plate,Mutter Brause (feat. David Jakobs & Ku'damm 56 Cast),percy sledge when a man loves a woman 1966,peter plate mutter brause (feat. david jakobs & ku'damm 56 cast) 2021,0.261,-1
A9118,B50716,The Beach Boys,"Dance, Dance, Dance",The Brat,It's A Climb,"the beach boys dance, dance, dance 1965",the brat it's a climb 2017,0.333,-1
A5771,B62772,The Archies,"Sugar, Sugar",The Gumbo Brothers,People Say,"the archies sugar, sugar 1969",the gumbo brothers people say 2007,0.294,-1
A5623,B35226,Bullet for My Valentine,Hearts Burst Into Fire,Bull Moose Jackson,I Needed You,bullet for my valentine hearts burst into fire 2008,bull moose jackson i needed you 2012,0.294,-1
A9118,B81589,The Beach Boys,"Dance, Dance, Dance",The Scottish Fiddle Orchestra,Spirit Of The Water,"the beach boys dance, dance, dance 1965",the scottish fiddle orchestra spirit of the water 2003,0.241,-1
A5771,B51239,The Archies,"Sugar, Sugar",The Main Street Band and Orchestra,Circle Of Life,"the archies sugar, sugar 1969",the main street band and orchestra circle of life 2011,0.241,-1
A4512,B61588,Band of Horses,Window Blues,Barrington Levy,Living Dangerously,band of horses window blues 2007,barrington levy living dangerously 2022,0.308,-1
A2753,B20114,Marc Anthony,I Need to Know,Martyn,Broken (2024 Remaster),marc anthony i need to know 1999,martyn broken (2024 remaster) 2024,0.176,-1
A2453,B99570,Foreigner,Urgent,Fondo de la lectura,Claire De Lune - Debussy - Ocean Waves - Classical Piano,foreigner urgent 1981,fondo de la lectura claire de lune - debussy - ocean waves - classical piano 2019,0.148,-1
A5960,B74871,Disturbed,What Are You Waiting For,Diahann Carroll,I Wish I Were In Love Again (Live),disturbed what are you waiting for 2015,diahann carroll i wish i were in love again (live) 2004,0.309,-1
A8618,B86680,Fetty Wap,Boomin,Fetty Wap,D.A.M.,fetty wap boomin 2015,fetty wap d.a.m. 2015,0.714,0
A9275,B21511,Lin-Manuel Miranda,Almost Like Praying (feat. Artists for Puerto Rico),Lin-Manuel Miranda,Almost Like Praying (feat. Artists for Puerto Rico),lin-manuel miranda almost like praying (feat. artists for puerto rico) 2017,lin-manuel miranda almost like praying (feat. artists for puerto rico) 2017,1.0,1
A7239,B4817,Mariah Carey,Vision of Love,Mary Carpenter,Little Boy Blue,mariah carey vision of love 1990,mary carpenter little boy blue 2012,0.371,-1
A5575,B16502,Avenged Sevenfold,Almost Easy (Jam-Along Version),Aviram,All My Love's In Vain,avenged sevenfold almost easy (jam-along version) 2007,aviram all my love's in vain 2023,0.315,-1
A9578,B44611,Sia,You're Never Fully Dressed Without a Smile (2014 Film Version),Sir Edward Elgar,Flower Of Scotland (Pipe Solo),sia you're never fully dressed without a smile (2014 film version) 2014,sir edward elgar flower of scotland (pipe solo) 2011,0.338,-1
A9351,B86938,Mariah Carey,Vision of Love,Marcelo Moguilevsky,Tristeza,mariah carey vision of love 1990,marcelo moguilevsky tristeza 2005,0.182,-1
A9578,B32505,Sia,You're Never Fully Dressed Without a Smile (2014 Film Version),SiPhunk,Beyond Faint,sia you're never fully dressed without a smile (2014 film version) 2014,siphunk beyond faint 2020,0.211,-1
A2055,B14357,America,Sister Golden Hair,Amigo the Devil,Closer,america sister golden hair 1975,amigo the devil closer 2024,0.226,-1
A1547,B63603,David Guetta,Dangerous (feat. Sam Martin),Danny Elfman,Princess And Abe,david guetta dangerous (feat. sam martin) 2014,danny elfman princess and abe 2024,0.326,-1
A4479,B60217,Chicago,We Can Last Forever,Chicago,We Can Last Forever,chicago we can last forever 1988,chicago we can last forever 1988,1.0,1
A5771,B86460,The Archies,"Sugar, Sugar",THE RUNAWAY WILD,Carrier Sunset Romance,"the archies sugar, sugar 1969",the runaway wild carrier sunset romance 2023,0.318,-1
A2918,B11478,Carrie Underwood,I Know You Won't,Canzoni di Natale,Let It Snow,carrie underwood i know you won't 2007,canzoni di natale let it snow 2022,0.263,-1
A2154,B48733,Meghan Trainor,What If I,Menace Monroe,Sorrow of My Og,meghan trainor what if i 2015,menace monroe sorrow of my og 2023,0.353,-1
A2460,B31719,Santigold,L.E.S. Artistes,Sacramentum,Beyond All Horizons,santigold l.e.s. artistes 2008,sacramentum beyond all horizons 1996,0.222,-1
A3963,B4963,Percy Sledge,When a Man Loves a Woman,Pete Wylie & The Mighty WAH!,I Know There Was Something,percy sledge when a man loves a woman 1966,pete wylie & the mighty wah! i know there was something 1982,0.35,-1
A3839,B89789,Daughtry,What About Now,Daughtry,What About Now,daughtry what about now 2006,daughtry what about now 2006,1.0,1
A7239,B23369,Mariah Carey,Vision of Love,Mark Prator,Out of Your League,mariah carey vision of love 1990,mark prator out of your league 1998,0.4,-1
A6059,B11720,Madonna,Frozen,Mantra para Dormir,Better Time,madonna frozen 1998,mantra para dormir better time 2021,0.2,-1
A8715,B2386,Luke Bryan,All My Friends Say,Luke Bryan,All My Friends Say,luke bryan all my friends say 2007,luke bryan all my friends say 2007,1.0,1
A4119,B82944,Childish Gambino,This Is America,Christmas Lullaby Music Maestro,Joy to the World (Christmas Classics),childish gambino this is america 2018,christmas lullaby music maestro joy to the world (christmas classics) 2015,0.284,-1
A2460,B1232,Santigold,L.E.S. Artistes,Sasha Sobhani,I Like That,santigold l.e.s. artistes 2008,sasha sobhani i like that 2019,0.2,-1
A7239,B4642,Mariah Carey,Vision of Love,Mafis MusiQ,Family (Instrumental Version),mariah carey vision of love 1990,mafis musiq family (instrumental version) 2022,0.283,-1
A9118,B78425,The Beach Boys,"Dance, Dance, Dance",The Hit Crew,Friday The 13th,"the beach boys dance, dance, dance 1965",the hit crew friday the 13th 2007,0.256,-1
A609,B95092,Rodney Atkins,Take a Back Road,Robbie Rivera,Flying to Rio,rodney atkins take a back road 2011,robbie rivera flying to rio 2014,0.314,-1
A3737,B12270,Daryl Hall & John Oates,Did It In a Minute,David Phelps,Little White Church,daryl hall & john oates did it in a minute 1981,david phelps little white church 2015,0.234,-1
A3798,B54846,Tech N9ne,"Fragile (feat. Kendrick Lamar, ¡MAYDAY! & Kendall Morgan)",Text Tones,Static Bell Climb Sound Effects Tone,"tech n9ne fragile (feat. kendrick lamar, ¡mayday! & kendall morgan) 2013",text tones static bell climb sound effects tone 2013,0.347,-1
A9859,B62647,Young the Giant,Islands,Young The Giant,Islands,young the giant islands 2010,young the giant islands 2010,1.0,1
A5031,B97700,Martina McBride,I Just Call You Mine,Mad Cobra,Ghetto Youth,martina mcbride i just call you mine 2009,mad cobra ghetto youth 2021,0.341,-1
A5810,B42205,The Archies,"Sugar, Sugar",The Source,The Golden Key,"the archies sugar, sugar 1969",the source the golden key 2008,0.233,-1
A5771,B43125,The Archies,"Sugar, Sugar",Thunderstorm Sleep,Starry Skies Lightning,"the archies sugar, sugar 1969",thunderstorm sleep starry skies lightning 2021,0.261,-1
A925,B36802,Miley Cyrus,Flowers,Mike Swift,Flowers,miley cyrus flowers 2023,mike swift flowers 2023,0.708,0
A7239,B77476,Mariah Carey,Vision of Love,Mark Crozer and The Rels,Just Another Day,mariah carey vision of love 1990,mark crozer and the rels just another day 2018,0.239,-1
A7239,B55688,Mariah Carey,Vision of Love,Mayara Dias,Fly Me To The Moon (Acústico),mariah carey vision of love 1990,mayara dias fly me to the moon (acústico) 2020,0.283,-1
A2751,B77320,Mariah Carey,Always Be My Baby,Marc Copland,That's for Sure,mariah carey always be my baby 1995,marc copland that's for sure 2001,0.229,-1
A54,B79709,Jason Derulo,Ridin' Solo,Jason Dy,Caught In That Feeling,jason derulo ridin' solo 2010,jason dy caught in that feeling 2015,0.417,-1
A895,B52924,Madonna,Like a Prayer,Maxwell,Fingers Crossed,madonna like a prayer 1989,maxwell fingers crossed 2016,0.321,-1
A925,B22754,Miley Cyrus,Flowers,Mickey Jupp,Coming Home (To Dust My Broom T the Crossroads) [Live],miley cyrus flowers 2023,mickey jupp coming home (to dust my broom t the crossroads) [live] 2013,0.239,-1
A9166,B48299,Carrie Underwood,That's Where It Is,Carlos Ángel Carbonell,Lovely (feat. Carlos Ángel Valdés),carrie underwood that's where it is 2005,carlos ángel carbonell lovely (feat. carlos ángel valdés) 2019,0.306,-1
A1894,B40572,Christina Aguilera,Dirrty (feat. Redman),Christmas Jazz Piano,Jingle Bells (The Christmas Song!),christina aguilera dirrty (feat. redman) 2002,christmas jazz piano jingle bells (the christmas song!) 2011,0.35,-1
A4119,B69575,Childish Gambino,This Is America,Childish Gambino,This Is America,childish gambino this is america 2018,childish gambino this is america 2018,1.0,1
A8604,B86489,Fetty Wap,D.A.M.,Femi Kuti,Missing Link (feat. Common),fetty wap d.a.m. 2015,femi kuti missing link (feat. common) 2001,0.262,-1
A9275,B77810,Lin-Manuel Miranda,Almost Like Praying (feat. Artists for Puerto Rico),Little Baby Bum,"Johnny, Johnny. ¿Sí, Papá?",lin-manuel miranda almost like praying (feat. artists for puerto rico) 2017,"little baby bum johnny, johnny. ¿sí, papá? 2020",0.227,-1
A9118,B63389,The Beach Boys,"Dance, Dance, Dance",The Feelies,I Heard Her Call My Name,"the beach boys dance, dance, dance 1965",the feelies i heard her call my name 2023,0.293,-1
A9118,B9173,The Beach Boys,"Dance, Dance, Dance",The Nursery Rhymes,London Bridge Is Falling Down (Ukulele Version),"the beach boys dance, dance, dance 1965",the nursery rhymes london bridge is falling down (ukulele version) 2023,0.254,-1
A5535,B92731,"Tyler, The Creator",Tamale,Tyrese,What Am I Gonna Do,"tyler, the creator tamale 2013",tyrese what am i gonna do 2001,0.3,-1
A8177,B25222,Miranda Lambert,Use My Heart,Mike Dean,Me and Indian Joe,miranda lambert use my heart 2016,mike dean me and indian joe 2006,0.273,-1
A4287,B40283,Alan Jackson,Little Bitty,Aldebert,Double papa,alan jackson little bitty 1996,aldebert double papa 2021,0.233,-1
A2185,B19700,Billy Joel,And So It Goes,Bii 畢書盡,I Will Miss You,billy joel and so it goes 1989,bii 畢書盡 i will miss you 2016,0.233,-1
A1303,B8602,Post Malone,Psycho (feat. Ty Dolla $ign),Post Malone,Psycho (feat. Ty Dolla $ign),post malone psycho (feat. ty dolla $ign) 2018,post malone psycho (feat. ty dolla $ign) 2018,1.0,1
A5551,B91895,Jazmine Sullivan,Need U Bad,Jay Perez,Por un Amor,jazmine sullivan need u bad 2008,jay perez por un amor 2020,0.25,-1
A4061,B65822,Taylor Swift,august,Taylor Swift,august,taylor swift august 2020,taylor swift august 2020,1.0,1
A9351,B41313,Mariah Carey,Vision of Love,Mariah Carey,Vision of Love,mariah carey vision of love 1990,mariah carey vision of love 1990,1.0,1
A5220,B88960,Madonna,Like a Prayer,Manu Dibango,Nature Boy,madonna like a prayer 1989,manu dibango nature boy 1983,0.321,-1
A544,B38879,Panic! At the Disco,This Is Gospel,Pardison Fontaine,In The Field,panic! at the disco this is gospel 2013,pardison fontaine in the field 2017,0.333,-1
A3103,B1636,Jason Mraz,Coyotes,Jasmine Cain,On the Edge,jason mraz coyotes 2008,jasmine cain on the edge 2011,0.379,-1
A5220,B38207,Madonna,Like a Prayer,Matt Bukovski,Lightspeed,madonna like a prayer 1989,matt bukovski lightspeed 2021,0.207,-1
A3103,B90615,Jason Mraz,Coyotes,James Horner,"Lament (includes ""A Spailpín A Rún"")",jason mraz coyotes 2008,"james horner lament (includes ""a spailpín a rún"") 1998",0.222,-1
A5220,B6568,Madonna,Like a Prayer,Masha and the Bear,Monkey Around,madonna like a prayer 1989,masha and the bear monkey around 2023,0.27,-1
A3963,B71334,Percy Sledge,When a Man Loves a Woman,Peter Nathanson,This Is Why,percy sledge when a man loves a woman 1966,peter nathanson this is why 2014,0.262,-1
A1678,B23199,Toby Keith,Wish I Didn't Know Now,Tony Foster Jr. And Sid Carter,Coming With Me,toby keith wish i didn't know now 1993,tony foster jr. and sid carter coming with me 2020,0.28,-1
A5771,B91567,The Archies,"Sugar, Sugar",The Laurie Berkner Band,Like A Seashell,"the archies sugar, sugar 1969",the laurie berkner band like a seashell 2015,0.25,-1
A3177,B98893,Rednex,Cotton Eye Joe,Rednex,Cotton Eye Joe,rednex cotton eye joe 1994,rednex cotton eye joe 1994,1.0,1
A1961,B60483,Michael Jackson,I Just Can't Stop Loving You (feat. Siedah Garrett),MidWest Jett,Changed Man,michael jackson i just can't stop loving you (feat. siedah garrett) 1987,midwest jett changed man 2020,0.222,-1
A2753,B83938,Marc Anthony,I Need to Know,Madeline Juno,Borderline,marc anthony i need to know 1999,madeline juno borderline 2018,0.219,-1
A5031,B92481,Martina McBride,I Just Call You Mine,Manuel Ignacio de Íñigo,"Hammerklavier Sonata: Piano Sonata No. 29 in B-Flat Major, Op. 106: IV. Largo...allegro - Fuga: Allegro Risoluto",martina mcbride i just call you mine 2009,"manuel ignacio de íñigo hammerklavier sonata: piano sonata no. 29 in b-flat major, op. 106: iv. largo...allegro - fuga: allegro risoluto 2017",0.17,-1
A2219,B86247,Billy Joel,And So It Goes,Bird Sounds 2016,Nature Birds,billy joel and so it goes 1989,bird sounds 2016 nature birds 2021,0.235,-1
A3839,B67115,Daughtry,What About Now,Dave Dudley,That's How Cold,daughtry what about now 2006,dave dudley that's how cold 2021,0.375,-1
A2219,B57902,Billy Joel,And So It Goes,Bimartins,Guitarrada Pros Manos,billy joel and so it goes 1989,bimartins guitarrada pros manos 2020,0.222,-1
A8618,B87056,Fetty Wap,Boomin,Fetty Wap,Boomin,fetty wap boomin 2015,fetty wap boomin 2015,1.0,1
A3806,B58113,Billy Idol,Rebel Yell,Billie Marten,Orange Tree,billy idol rebel yell 1983,billie marten orange tree 2020,0.3,-1
A3839,B35757,Daughtry,What About Now,Darius Razon,Silent Night,daughtry what about now 2006,darius razon silent night 1971,0.2,-1
A7271,B52774,Blake Shelton,I Lived It,Blake Shelton,I Lived It,blake shelton i lived it 2017,blake shelton i lived it 2017,1.0,1
A5031,B2791,Martina McBride,I Just Call You Mine,Martin Ermen,Let It Be,martina mcbride i just call you mine 2009,martin ermen let it be 2017,0.415,-1
A9351,B8547,Mariah Carey,Vision of Love,Marvin Gaye,You're All I Need To Get By,mariah carey vision of love 1990,marvin gaye you're all i need to get by 2000,0.341,-1
A4119,B46544,Childish Gambino,This Is America,Chuck Berry,School Day,childish gambino this is america 2018,chuck berry school day 2014,0.27,-1
A7239,B13165,Mariah Carey,Vision of Love,Martha Reeves & The Vandellas,I Want You Back,mariah carey vision of love 1990,martha reeves & the vandellas i want you back 2008,0.28,-1
A3334,B38084,Metallica,The God That Failed,Merle Haggard,In The Good Old Days (When Times Were Bad),metallica the god that failed 1991,merle haggard in the good old days (when times were bad) 2001,0.311,-1
A4512,B25464,Band of Horses,Window Blues,Baby D,Let Me Be Your Fantasy (J Majik & Wickaman Remix),band of horses window blues 2007,baby d let me be your fantasy (j majik & wickaman remix) 2022,0.246,-1
A1250,B33845,Michael Jackson,Man In the Mirror,Michael Jackson,Man in the Mirror (2003 Edit),michael jackson man in the mirror 1987,michael jackson man in the mirror (2003 edit) 2003,0.68,0
A5220,B21872,Madonna,Like a Prayer,Manatee Commune,Simple Lessons,madonna like a prayer 1989,manatee commune simple lessons 2016,0.229,-1
A3103,B35289,Jason Mraz,Coyotes,James Griffiths,"No Way, Not Again!",jason mraz coyotes 2008,"james griffiths no way, not again! 2017",0.308,-1
A5623,B88776,Bullet for My Valentine,Hearts Burst Into Fire,Bullet For My Valentine,Hearts Burst into Fire,bullet for my valentine hearts burst into fire 2008,bullet for my valentine hearts burst into fire 2008,1.0,1
A544,B33505,Panic! At the Disco,This Is Gospel,Park Juyong,Man in the Wind (Instrumental),panic! at the disco this is gospel 2013,park juyong man in the wind (instrumental) 2003,0.319,-1
A3737,B21191,Daryl Hall & John Oates,Did It In a Minute,David Andrew,Oceans (Where Feet May Fail) (Upright Piano),daryl hall & john oates did it in a minute 1981,david andrew oceans (where feet may fail) (upright piano) 2023,0.242,-1
A6734,B61172,Panic! At the Disco,One of the Drunks,Pachelbel Chamber Orchestra,"Guitar Concerto D Major, RV 93: II. Largo",panic! at the disco one of the drunks 2018,"pachelbel chamber orchestra guitar concerto d major, rv 93: ii. largo 2008",0.284,-1
A2052,B80434,Mat Kearney,Closer to Love,Marc Anthony,That's Okay,mat kearney closer to love 2009,marc anthony that's okay 1999,0.258,-1
A1894,B11999,Christina Aguilera,Dirrty (feat. Redman),Christmas Peaceful Piano,"You're A Mean One, Mr. Grinch",christina aguilera dirrty (feat. redman) 2002,"christmas peaceful piano you're a mean one, mr. grinch 2021",0.339,-1
A9151,B13430,Santigold,Unstoppable,Saxity,In the Name of Love,santigold unstoppable 2008,saxity in the name of love 2018,0.355,-1
A4130,B65785,Bring Me The Horizon,Throne,Bring Me the Horizon,Throne,bring me the horizon throne 2015,bring me the horizon throne 2015,1.0,1
A5771,B46367,The Archies,"Sugar, Sugar",The Wonder Kids,Double-Edged Sword (Hebrews 4:12),"the archies sugar, sugar 1969",the wonder kids double-edged sword (hebrews 4:12) 2011,0.278,-1
A9275,B45589,Lin-Manuel Miranda,Almost Like Praying (feat. Artists for Puerto Rico),Lil C,Holdin' In The South,lin-manuel miranda almost like praying (feat. artists for puerto rico) 2017,lil c holdin' in the south 2008,0.267,-1
A4516,B61640,Vampire Weekend,Hudson,Vampire Weekend,Hudson,vampire weekend hudson 2013,vampire weekend hudson 2013,1.0,1
A3815,B3244,Tech N9ne,"Fragile (feat. Kendrick Lamar, ¡MAYDAY! & Kendall Morgan)",Tenille Arts,Summer Don't Go,"tech n9ne fragile (feat. kendrick lamar, ¡mayday! & kendall morgan) 2013",tenille arts summer don't go 2024,0.25,-1
A7239,B70424,Mariah Carey,Vision of Love,Mad Professor,Maniacal Dub,mariah carey vision of love 1990,mad professor maniacal dub 1993,0.25,-1
A5390,B94093,Cole Swindell,Get Up,Comando Único,Alfredo Beltran (En vivo),cole swindell get up 2014,comando único alfredo beltran (en vivo) 2022,0.295,-1
A4061,B37724,Taylor Swift,august,Tab Benoit,Voodoo On The Bayou,taylor swift august 2020,tab benoit voodoo on the bayou 2006,0.257,-1
